County,Alfa Romeo Tonale,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q4 Sportback e-tron,Audi Q4 e-tron,Audi Q5 Plug In,Audi Q8 Sportback e-tron,Audi Q8 e-tron,Audi RS e-tron GT,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW XM,BMW i3,BMW i3 REx,BMW i4,BMW i5,BMW i7,BMW i8,BMW iX,BYD 8TT,Bentley Bentayga Hybrid,Bentley Flying Spur Hybrid,BrightDrop EV600,Cadillac CT6,Cadillac ELR,Cadillac Lyriq,Chevrolet Blazer EV,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Silverado EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,Dodge Hornet,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Fisker Ocean,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,Freightliner eCascadia,GEM NEV,GMC Hummer EV Pickup,GMC Hummer EV SUV,Genesis G80 EV,Genesis GV60 EV,Genesis GV70 EV,Gillig Battery Electric Bus,GreenPower EV Star,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq 5,Hyundai Ioniq 6,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,IC Bus CE Electric Bus,International MV60E,Jaguar I-PACE,Jaguar I-Pace,Jeep Grand Cherokee Plug In,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia EV9,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorento Plug In,Kia Soul EV,Kia Sportage Plug-In,Land Rover Range Rover Plug In,Lexus NX 450h+,Lexus RZ 450e,Lexus TX 500h,Lincoln Aviator Plug In,Lincoln Corsair,Lion LionC Bus,Lucid Air,Mazda CX-90,Mazda MX-30,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQB,Mercedes EQE,Mercedes EQE SUV,Mercedes EQS,Mercedes EQS SUV,Mercedes GLC 350e Hybrid,Mercedes GLE 450e,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Mercedes S580e,Miles ZX40ST,Mini Cooper SE Countryman,Mini Cooper SE Hardtop 2 Door,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Ariya,Nissan Leaf,Peterbilt 220EV,Peterbilt 579EV,Polestar 1,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Panamera Turbo S E-Hybrid,Porsche Taycan,Rivian EDV,Rivian R1S,Rivian R1T,Rolls Royce Spectre,Smart EQ ForTwo,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Subaru Solterra,Tesla Cybertruck,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Tesla Semi,Toyota BZ4X,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,VinFast VF 8,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo Trucks VNR Electric Truck,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug-In,Volvo XC90 Plug-In,Wheego Life,Workhorse E-GEN Van,Xos MDXT,Xos SV,Grand Total,Latitude,Longitude
Tarrant,6.0,16.0,2.0,2.0,8.0,34.0,47.0,1.0,31.0,2.0,93.0,31.0,27.0,111.0,145.0,14.0,30.0,205.0,9.0,60.0,80.0,189.0,24.0,9.0,53.0,117.0,,1.0,1.0,3.0,10.0,18.0,137.0,7.0,392.0,362.0,,16.0,442.0,211.0,,1.0,,1.0,50.0,6.0,15.0,93.0,58.0,50.0,217.0,7.0,214.0,422.0,,,1.0,10.0,15.0,17.0,43.0,5.0,2.0,,,1.0,88.0,132.0,41.0,7.0,12.0,22.0,2.0,3.0,2.0,,1.0,,25.0,97.0,351.0,6.0,120.0,26.0,73.0,50.0,4.0,28.0,15.0,23.0,13.0,17.0,13.0,,37.0,16.0,,47.0,33.0,,,5.0,11.0,63.0,38.0,47.0,132.0,,17.0,25.0,2.0,7.0,2.0,3.0,,12.0,40.0,55.0,,10.0,54.0,365.0,,,1.0,69.0,2.0,58.0,39.0,,214.0,406.0,168.0,103.0,2.0,1.0,24.0,,,6.0,21.0,36.0,4369.0,1292.0,831.0,4052.0,1.0,2.0,16.0,33.0,188.0,,86.0,,246.0,21.0,140.0,29.0,11.0,,,39.0,67.0,125.0,,,,,19064.0,32.7513658,-97.335696
Taylor,,,,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,3.0,,10.0,11.0,,,20.0,13.0,,,,,,,,10.0,,10.0,3.0,,12.0,23.0,,,,,1.0,,,,,,,,,2.0,1.0,,1.0,1.0,,,,,,,,6.0,14.0,,8.0,,2.0,,1.0,2.0,,1.0,,,1.0,,2.0,1.0,,,2.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,20.0,,,1.0,13.0,,,,,,1.0,,,1.0,,4.0,3.0,,,2.0,,,1.0,,2.0,92.0,25.0,12.0,45.0,,,1.0,2.0,7.0,,8.0,,7.0,,,2.0,,,,,3.0,5.0,,,,,430.0,32.2793121,-99.8812612
Terry,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,15.0,33.1514254,-102.3328121
Throckmorton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,33.1571081,-99.2017838
Titus,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,3.0,3.0,,,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,1.0,2.0,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,12.0,3.0,1.0,6.0,,,,,2.0,,,,1.0,,,,,,,,1.0,1.0,,,,,55.0,33.2040399,-94.9651725
Tom Green,,,,,,,1.0,,,,1.0,,1.0,1.0,2.0,1.0,,4.0,,2.0,1.0,,,,1.0,,,,,,,,11.0,,8.0,7.0,,,9.0,7.0,,,,,3.0,,,2.0,,1.0,5.0,1.0,4.0,11.0,,,,,,1.0,,,,,,,5.0,,,,1.0,,,,,,,,,8.0,19.0,,9.0,,3.0,2.0,,2.0,,2.0,,,,,2.0,1.0,,1.0,4.0,,,,,,,,1.0,,,,,,,,,,,,,,3.0,13.0,,,,,,4.0,,,1.0,,3.0,2.0,,,1.0,,,,,,57.0,11.0,6.0,26.0,,,,,8.0,,7.0,,2.0,1.0,,1.0,,,,,,6.0,,,,,297.0,31.3782559,-100.4133839
Travis,18.0,67.0,2.0,1.0,14.0,109.0,150.0,3.0,77.0,4.0,196.0,65.0,46.0,212.0,191.0,12.0,81.0,465.0,6.0,171.0,178.0,274.0,22.0,17.0,41.0,146.0,,1.0,1.0,,,9.0,119.0,4.0,373.0,987.0,10.0,19.0,733.0,420.0,,2.0,,1.0,106.0,6.0,18.0,157.0,56.0,152.0,360.0,38.0,231.0,940.0,,,,17.0,12.0,19.0,23.0,10.0,7.0,,,,151.0,627.0,95.0,10.0,25.0,70.0,4.0,6.0,10.0,3.0,,,49.0,350.0,619.0,1.0,147.0,37.0,143.0,162.0,3.0,33.0,20.0,33.0,21.0,37.0,37.0,1.0,35.0,15.0,,70.0,60.0,2.0,1.0,6.0,5.0,47.0,30.0,37.0,125.0,1.0,18.0,25.0,5.0,3.0,,1.0,,68.0,101.0,99.0,14.0,20.0,100.0,936.0,,,1.0,218.0,,119.0,47.0,,308.0,,538.0,319.0,,,14.0,,,22.0,26.0,144.0,8161.0,2205.0,1373.0,7681.0,10.0,,33.0,67.0,397.0,4.0,289.0,,471.0,59.0,43.0,39.0,6.0,,15.0,138.0,236.0,384.0,,,,,35284.0,30.2878569,-97.7561392
Trinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,2.0,,1.0,,2.0,,,,,,,,,,,,,,22.0,31.0834452,-95.1219348
Tyler,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,16.0,30.7563939,-94.3984613
Upshur,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,7.0,2.0,,,,,,,,2.0,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,1.0,1.0,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,18.0,2.0,1.0,8.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,72.0,32.7263725,-94.9286251
Upton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,31.3720387,-102.0386055
Uvalde,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,2.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,8.0,5.0,1.0,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,33.0,29.300357,-99.7733181
Val Verde,,1.0,,,,,1.0,,,,,,,3.0,,1.0,1.0,2.0,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,1.0,,,3.0,2.0,,,,,,,,2.0,3.0,,1.0,,2.0,4.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,9.0,6.0,,,,,1.0,,,,,,,1.0,,2.0,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,,3.0,,,,,,1.0,,,1.0,,,2.0,,,,,,,1.0,,22.0,5.0,,9.0,2.0,,,,7.0,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,116.0,29.9153286,-101.1284631
Van Zandt,,,,,,,,,,,,,,2.0,1.0,,,1.0,,,3.0,1.0,,,,,,,,,,,1.0,,2.0,6.0,,,8.0,5.0,,,,,1.0,,1.0,5.0,,3.0,4.0,,4.0,7.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,6.0,,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,4.0,,,,,,,,,1.0,,2.0,3.0,,,2.0,,,,,,35.0,3.0,2.0,23.0,,,,,3.0,,,,,,,,,,,,,,,,,,150.0,32.5375642,-95.8292165
Victoria,,1.0,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,2.0,,,3.0,,,6.0,1.0,,,,,1.0,,1.0,1.0,,,4.0,,3.0,6.0,,,,,,2.0,,1.0,,,,,1.0,1.0,1.0,,1.0,2.0,,,,,,,,1.0,7.0,,3.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,2.0,,,1.0,,,,,,,,2.0,,,,2.0,,,,,,,,,3.0,,1.0,,,,,,,,,,43.0,15.0,5.0,40.0,,,2.0,1.0,5.0,,4.0,,,1.0,,,,,,,,2.0,,,,,189.0,28.8026443,-96.9766308
Walker,,2.0,,,,,,,,,,,,3.0,1.0,,,,,,,2.0,,,,,,,,,,,,,3.0,1.0,,,3.0,4.0,,,,,1.0,,,1.0,,,5.0,,1.0,2.0,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,8.0,6.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,6.0,,,,,,,1.0,,,,2.0,,,,,,,,,,26.0,5.0,4.0,18.0,,,,,1.0,,1.0,,3.0,,,1.0,,,,1.0,,1.0,,,,,121.0,30.6795741,-95.5522823
Waller,,1.0,,,1.0,1.0,1.0,,1.0,,2.0,2.0,,2.0,1.0,,,5.0,,,1.0,1.0,,,1.0,4.0,,,,,,,,,3.0,13.0,,,7.0,12.0,,,,,1.0,,,1.0,1.0,1.0,5.0,,5.0,12.0,,,,,1.0,1.0,,2.0,,,,,5.0,7.0,2.0,,,1.0,,2.0,,,,,,4.0,6.0,,,,1.0,2.0,,,1.0,,,,2.0,,2.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,4.0,5.0,,,,2.0,,2.0,2.0,,3.0,,3.0,4.0,,,,,,,,2.0,93.0,19.0,12.0,119.0,,,1.0,,4.0,,2.0,,10.0,,1.0,,,,,1.0,,2.0,,,,,420.0,29.9443902,-95.9955885
Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,11.0,31.5007583,-103.0781186
Washington,,,,,,,,,,,,,,1.0,1.0,,,2.0,,1.0,,,,,2.0,,,,,,,,,,2.0,2.0,,,2.0,2.0,,,,,,,,2.0,,,5.0,,4.0,8.0,,,,,,,,,,,,,,4.0,2.0,,1.0,,,1.0,,,,,,,3.0,,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,31.0,5.0,5.0,24.0,,,,1.0,1.0,,2.0,,1.0,,1.0,,,,,,,2.0,,,,,131.0,30.2226352,-96.3936114
Webb,,,,,1.0,2.0,5.0,,1.0,,1.0,3.0,1.0,10.0,8.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,,,,,,6.0,,9.0,3.0,,1.0,10.0,6.0,,1.0,,,1.0,,,2.0,1.0,3.0,8.0,,3.0,26.0,,,,,2.0,2.0,,,,,,,2.0,3.0,1.0,,,,,,,,,,,9.0,25.0,,2.0,,,,2.0,,,,,1.0,1.0,,2.0,,,,7.0,,,,,6.0,4.0,2.0,17.0,,1.0,4.0,,,,,,1.0,,1.0,,,3.0,3.0,,,,,,2.0,,,6.0,,,6.0,,,,,,,,1.0,127.0,20.0,24.0,86.0,,,3.0,,,,4.0,,14.0,,,1.0,,4.0,,1.0,,6.0,,,,,546.0,27.6983621,-99.2523577
Wharton,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,4.0,1.0,,,,,,,,3.0,,,1.0,,3.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,7.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,5.0,3.0,10.0,,,,,3.0,,,,,,,,,,,,,1.0,,,,,66.0,29.2454534,-96.2291474
Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,35.3921902,-100.2632764
Wichita,,1.0,,,,,1.0,,,,,,,2.0,6.0,,1.0,9.0,,,,1.0,,,5.0,,,,,,,,1.0,,10.0,7.0,,,13.0,10.0,,,,,2.0,,1.0,4.0,,4.0,7.0,1.0,9.0,14.0,,1.0,,,,,,,,,,,6.0,3.0,1.0,,1.0,1.0,,1.0,,,,,,3.0,12.0,,1.0,,3.0,,,4.0,,,,1.0,,,1.0,,,,2.0,,,,,,,,4.0,,,,1.0,,,,,,1.0,1.0,,,1.0,7.0,,,,,,,2.0,,2.0,,4.0,1.0,,,,,,1.0,,,66.0,23.0,11.0,52.0,,,1.0,2.0,4.0,,1.0,,1.0,1.0,,1.0,,,,,2.0,2.0,,,,,342.0,33.9516534,-98.7088886
Wilbarger,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,2.0,,1.0,,,,,,,,,,,,,1.0,,,,,18.0,34.0265157,-99.2085961
Willacy,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,5.0,,,4.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,24.0,26.4553947,-97.5947484
Williamson,7.0,15.0,2.0,,6.0,29.0,38.0,,12.0,1.0,53.0,16.0,15.0,75.0,68.0,2.0,21.0,175.0,,41.0,75.0,94.0,8.0,2.0,7.0,57.0,,,,,4.0,5.0,78.0,6.0,144.0,223.0,,8.0,314.0,266.0,,,,,27.0,,10.0,60.0,20.0,32.0,145.0,10.0,111.0,253.0,1.0,,,1.0,3.0,3.0,1.0,2.0,4.0,,,1.0,89.0,144.0,35.0,9.0,7.0,13.0,5.0,9.0,3.0,,,,12.0,67.0,172.0,,73.0,16.0,51.0,55.0,3.0,13.0,6.0,10.0,1.0,17.0,12.0,,38.0,11.0,,16.0,44.0,,1.0,2.0,5.0,18.0,15.0,24.0,46.0,,12.0,17.0,1.0,2.0,,,1.0,22.0,37.0,29.0,3.0,,79.0,357.0,,,1.0,63.0,,16.0,12.0,,50.0,1.0,127.0,78.0,,,7.0,,,7.0,14.0,41.0,3172.0,605.0,428.0,4572.0,1.0,,26.0,35.0,158.0,2.0,93.0,,243.0,15.0,19.0,15.0,2.0,,6.0,24.0,64.0,93.0,,,,1.0,14144.0,30.6580927,-97.6041649
Wilson,,,,,,,,,,,1.0,,,2.0,3.0,1.0,,2.0,,,,2.0,,,,1.0,,,,,,,1.0,1.0,2.0,4.0,,1.0,3.0,7.0,,,,,1.0,,,2.0,2.0,,3.0,,2.0,6.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,4.0,13.0,,1.0,1.0,2.0,,,,,,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,3.0,,,,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,35.0,7.0,5.0,33.0,,,,,4.0,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,172.0,29.1589961,-98.1251465
Winkler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,31.8005913,-103.0762299
Wise,1.0,,,,,2.0,1.0,,,,1.0,,,,1.0,,1.0,5.0,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,2.0,9.0,,,11.0,2.0,,,,1.0,,,1.0,3.0,1.0,2.0,9.0,,8.0,13.0,,,,1.0,,,,,,,,1.0,4.0,3.0,2.0,,,2.0,,,,,,,,3.0,7.0,,3.0,1.0,4.0,,,1.0,,,,,1.0,,4.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,,9.0,,,,1.0,,,1.0,,1.0,,,3.0,,,,,,,,1.0,51.0,16.0,8.0,24.0,,,,1.0,9.0,,,,5.0,,,,,,,1.0,1.0,3.0,,,,,257.0,33.2139213,-97.6563925
Wood,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,2.0,4.0,,,4.0,2.0,,,,,1.0,,,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,6.0,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,1.0,2.0,,,,,,,,,23.0,8.0,1.0,16.0,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,92.0,32.7577475,-95.3812941
Yoakum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,33.1536951,-102.833579
Young,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,2.0,,,,,,,,1.0,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,3.0,1.0,5.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,34.0,33.1508315,-98.6962766
Zapata,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,26.9879626,-99.1673556
Zavala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,28.8366612,-99.767631
Cochran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5905096,-102.805677
Cottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0573118,-100.283259
Crane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4486118,-102.5163544
Glasscock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8640224,-101.4811312
Kenedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9205171,-97.7461361
McMullen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3138785,-98.5527241
Reagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3458428,-101.5295291
Schleicher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8791222,-100.5418961
Terrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1990738,-102.0974881
